1_sample_id	2_sample_id	div1	div2	div12	div21	count1	count2	count12	count21	freq1	freq2	freq12	freq21	R	Rs	D	F	F2	vJSD	vjJSD	vj2JSD	sJSD	Jaccard	MorisitaHorn	1_SampleID	1_CellType	1_SampleType	1_..filter..	2_SampleID	2_CellType	2_SampleType	2_..filter..
S22_BND	S25_BND	2165	2334	545	545	33518	41346	30432	39034	1.0000000000000393	1.0000000000000318	0.9079300674264574	0.9440816523968514	0.12801498846635753	0.4567595696542331	1.078544E-4	0.9258294218249681	0.25912403186872063	0.2136563929959189	0.12854355867564987	0.43360016258145595	0.33536869630177524	0.1378351037	0.16064812160523811	S22	BND	S	conv:MiXcr	S25	BND	S	conv:MiXcr
S22_BND	S229_BND	2165	4669	793	793	33518	44729	10520	28041	1.0000000000000393	1.000000000000102	0.31386120890267694	0.6269087169397979	0.28123736720485454	0.32720823761492396	7.84497E-5	0.443578998342292	0.1821700777497792	0.2694058961393974	0.13940695282494261	0.47225781358275637	0.12264376134417093	0.1312696573	0.23505144849416726	S22	BND	S	conv:MiXcr	S229	BND	S	conv:MiXcr
S22_BND	S22_NAIVE 	2165	8595	70	70	33518	33600	9115	576	1.0000000000000393	0.9999999999999357	0.27194343337907967	0.01714285714285714	-0.16168135183936772	-0.22203611004944232	3.7618E-6	0.06827801571044409	0.019866324190934835	0.18157648646305422	0.10807062985826267	0.361489184870239	0.17008527893260844	0.0065481759	0.005284799398589613	S22	BND	S	conv:MiXcr	S22	NAIVE 	S	conv:MiXcr
S22_BND	S25_NAIVE 	2165	9666	101	101	33518	46706	7755	3179	1.0000000000000393	0.9999999999998214	0.23136822006086294	0.06806406029203958	0.4957249546150229	0.25832802500476215	4.8263E-6	0.12549047963843496	0.08568428021925496	0.17284718073466146	0.10101621950319739	0.3356368345590821	0.153474722525009	0.0086104007	0.1850245459993762	S22	BND	S	conv:MiXcr	S25	NAIVE 	S	conv:MiXcr
S22_BND	S229_NAIVE 	2165	13523	31	31	33518	52850	7598	842	1.0000000000000393	1.0000000000000928	0.22668416969986277	0.01593188268684958	0.5263104878205421	0.45694560083982444	1.0588E-6	0.06009580350260836	0.04622747317599754	0.13070515512501438	0.08300565671280649	0.3005387204528835	0.15902103997944878	0.0019799451	0.06583787930518012	S22	BND	S	conv:MiXcr	S229	NAIVE 	S	conv:MiXcr
S22_BND	S22_ACS	2165	1125	27	27	33518	36160	2878	3146	1.0000000000000393	1.0000000000000089	0.0858643117131094	0.08700221238938054	-0.12332595542926116	-0.21711825882229951	1.10855E-5	0.08643138946199996	0.011340766384919994	0.26014271857038335	0.14709396866009727	0.434606484086384	0.2589429807261985	0.0082745939	0.006745137521498878	S22	BND	S	conv:MiXcr	S22	ACS	S	conv:MiXcr
S22_BND	S25_ACS	2165	928	28	28	33518	42054	2944	345	1.0000000000000393	1.000000000000003	0.08783340294766989	0.008203738051077184	-0.13445397392778666	0.16695255558279626	1.39364E-5	0.026843290221531983	0.008583688626824003	0.2145073743417365	0.16536689114519842	0.5117410064854232	0.23154797013167316	0.0091353997	0.006476896897113884	S22	BND	S	conv:MiXcr	S25	ACS	S	conv:MiXcr
S22_BND	S229_ACS	2165	1055	37	37	33518	44825	5007	153	1.0000000000000393	0.9999999999999796	0.1493824213855242	0.0034132738427216968	0.08902550393004861	0.41165225532868854	1.61991E-5	0.02258059147758623	0.011479718958725196	0.20353278811781508	0.11792157956678444	0.5211356278958091	0.25311025793128994	0.0116242538	0.007395894642833571	S22	BND	S	conv:MiXcr	S229	ACS	S	conv:MiXcr
S22_BND	S22_MEMORY	2165	2677	381	381	33518	39331	3732	16880	1.0000000000000393	1.0000000000000229	0.11134315889969613	0.42917800208486984	-0.013980818464900038	0.19812186356872377	6.57383E-5	0.21860017036221582	0.0944904465372594	0.18358205295474853	0.11365013106321693	0.3864134140876842	0.190194173176373	0.0854068594	0.045232386237351596	S22	BND	S	conv:MiXcr	S22	MEMORY	S	conv:MiXcr
S22_BND	S25_MEMORY	2165	1432	355	355	33518	55005	5538	23577	1.0000000000000393	1.0000000000000293	0.16522465540903433	0.42863376056722274	0.03191882962692951	0.21672958410014928	1.145058E-4	0.2661218994866787	0.07846944286786164	0.273035579840004	0.1583088200494526	0.46601988697175206	0.1764905073560516	0.1095003085	0.0699622804000016	S22	BND	S	conv:MiXcr	S25	MEMORY	S	conv:MiXcr
