id	lbl	factor	x	y
S25_BND	HC1_ACS	HC1_ACS	-2.34915007458967	-0.878754445891713
S229_BND	HC1_BND	HC1_BND	-3.13833747371185	1.06872047349402
HC1_BND	HC1_MEMORY	HC1_MEMORY	-3.28712453466602	1.59468716456808
HC2_BND	HC1_NAIVE 	HC1_NAIVE 	-2.6838605320216	1.9551842588086
HC4_BND	HC2_ACS	HC2_ACS	-3.51407378793453	-1.4038737552964
S22_NAIVE 	HC2_BND	HC2_BND	-1.93359819236558	-1.53893480277635
S25_NAIVE 	HC2_MEMORY	HC2_MEMORY	-3.3494214313201	1.50801489322871
S229_NAIVE 	HC2_NAIVE 	HC2_NAIVE 	-1.84818024309397	-1.2972365063018
HC1_NAIVE 	HC257_ACS	HC257_ACS	1.10826341004809	2.16643575801816
HC2_NAIVE 	HC257_BND	HC257_BND	1.32342329685342	0.715766031825484
HC4_NAIVE 	HC257_MEMORY	HC257_MEMORY	0.263947585623054	2.91467197066074
S22_ACS	HC257_NAIVE	HC257_NAIVE	0.641074487572329	2.39964181741903
S25_ACS	HC258_ACS	HC258_ACS	0.780938720580368	-0.798104201670846
S229_ACS	HC258_BND	HC258_BND	3.79031663769154	-0.767306729935368
HC1_ACS	HC258_MEMORY	HC258_MEMORY	1.23696222901301	2.91467197066074
HC2_ACS	HC258_NAIVE	HC258_NAIVE	3.79031663769154	1.14191128756425
HC4_ACS	HC259_ACS	HC259_ACS	3.79031663769154	2.18707775248052
S22_MEMORY	HC259_BND	HC259_BND	3.79031663769154	-1.55266084029906
S25_MEMORY	HC259_MEMORY	HC259_MEMORY	1.10533871337408	2.91467197066074
S229_MEMORY	HC259_NAIVE	HC259_NAIVE	3.79031663769154	0.00239714021677944
HC1_MEMORY	HC260_ACS	HC260_ACS	2.64009217327578	-1.48928973866526
HC2_MEMORY	HC260_BND	HC260_BND	3.79031663769154	-1.11643787580113
HC4_MEMORY	HC260_MEMORY	HC260_MEMORY	2.17372308465332	2.91467197066074
HC257_BND	HC260_NAIVE	HC260_NAIVE	3.52050805611648	0.747317695933175
HC258_BND	HC4_ACS	HC4_ACS	-4.27783220256405	-0.592001184588997
HC259_BND	HC4_BND	HC4_BND	-2.30825493676522	-2.12709949108402
HC260_BND	HC4_MEMORY	HC4_MEMORY	-4.27783220256405	0.758523757161023
S253_BND	HC4_NAIVE 	HC4_NAIVE 	-3.03433181556391	-1.52266328379039
S262_BND	S22_ACS	S22_ACS	-4.27783220256405	-1.05620858453769
S274_BND	S22_BND	S22_BND	-2.49381464441037	-0.165270855764051
S307_BND	S22_MEMORY	S22_MEMORY	-4.09937889997843	0.174660955726099
HC257_NAIVE	S22_NAIVE 	S22_NAIVE 	-2.45770492939681	-1.55505520211997
HC258_NAIVE	S229_ACS	S229_ACS	-4.13247150614955	-1.87017148421625
HC259_NAIVE	S229_BND	S229_BND	-2.3949018746916	0.225349154444656
HC260_NAIVE	S229_MEMORY	S229_MEMORY	-4.27783220256405	1.3356988061363
S253_NAIVE	S229_NAIVE 	S229_NAIVE 	-2.68655663510767	0.380390830930182
S262_NAIVE	S25_ACS	S25_ACS	-4.27783220256405	-1.7038248428271
S274_NAIVE	S25_BND	S25_BND	-3.11375567695159	0.100696548371962
S307_NAIVE	S25_MEMORY	S25_MEMORY	-4.27783220256405	0.241322440237426
HC257_ACS	S25_NAIVE 	S25_NAIVE 	-2.18502533008138	-1.30174500858753
HC258_ACS	S253_ACS	S253_ACS	1.44882140361149	-1.95687012874283
HC259_ACS	S253_BND	S253_BND	3.76747461049182	-2.19077900221344
HC260_ACS	S253_MEMORY	S253_MEMORY	3.30656233739298	2.91467197066074
S253_ACS	S253_NAIVE	S253_NAIVE	3.5078117551986	0.235076102660817
S262_ACS	S262_ACS	S262_ACS	0.967601929596602	-2.0477161140715
S274_ACS	S262_BND	S262_BND	2.62951886469122	-2.19077900221344
S307_ACS	S262_MEMORY	S262_MEMORY	2.64661054075393	2.46682897366311
HC257_MEMORY	S262_NAIVE	S262_NAIVE	2.91062154430957	0.626234258624065
HC258_MEMORY	S274_ACS	S274_ACS	1.16490336555295	-2.19077900221344
HC259_MEMORY	S274_BND	S274_BND	2.75268268268203	-2.19077900221344
HC260_MEMORY	S274_MEMORY	S274_MEMORY	2.55370882408484	2.91467197066074
S253_MEMORY	S274_NAIVE	S274_NAIVE	2.16005337078285	0.457718605476424
S262_MEMORY	S307_ACS	S307_ACS	1.88475905415894	-2.19077900221344
S274_MEMORY	S307_BND	S307_BND	3.14049097163963	-2.19077900221344
S307_MEMORY	S307_MEMORY	S307_MEMORY	2.00873879959916	2.85401058603781
S22_BND	S307_NAIVE	S307_NAIVE	3.11960164129388	-1.17497529257172
