sample_id	SampleID	CellType	SampleType	..filter..	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30
HC2_NAIVE 	HC2	NAIVE 	H	conv:MiXcr	0.040117055430862705	0.007756342870131413	0.022217802653636487	0.049833792652785855	0.03875330283831241	0.04167968860982725	0.05256129783788704	0.06125522061539703	0.07088672330028488	0.07009120095463037	0.06474983663380733	0.06679546552263302	0.05966417592408807	0.04494701252947978	0.038497599227209287	0.04346961388754995	0.03659402790010736	0.036338324289004145	0.022303037190670855	0.025655595647357705	0.018240190925363952	0.013239764752678558	0.006591470863994454	0.012131715771231209	0.008722334289854755	0.004318549876410163	0.006080063641787994	0.004233315339375755	5.398187345512707E-4	0.006250532715856817	0.025485126573289024
HC4_NAIVE 	HC4	NAIVE 	H	conv:MiXcr	0.04639995197935412	0.015606710885681958	0.015216543113539911	0.032624028332185154	0.04108766769711291	0.042738377502329325	0.058134998049165665	0.059335514271141185	0.04937122962874428	0.0528827395780227	0.05720459797713462	0.06065608211531445	0.06044599177646862	0.05216242984483738	0.03883669978090906	0.03982712566403883	0.041147693508211895	0.03487499624838941	0.02626129235571454	0.0248806987004427	0.01902818211831206	0.016777214202108058	0.015096491491342385	0.009424052342507965	0.009874245925748794	0.009724181398001849	0.006962994087458119	0.007383174765149553	0.005582400432186251	0.005012155226747869	0.045439539001774075
S22_ACS	S22	ACS	S	conv:MiXcr	0.014214601769911383	0.0030143805309734246	0.001050884955752203	0.004535398230088458	0.007466814159291973	0.021792035398229884	0.003982300884955719	0.009845132743362732	0.12851216814159194	0.0754701327433623	0.017394911504424616	0.011310840707964483	0.039933628318583686	0.0382190265486722	0.040735619469026166	0.009596238938053	0.0629148230088491	0.0027931415929203355	0.06144911504424722	0.04601769911504379	0.015044247787610467	0.03940818584070759	0.01930309734513256	0.002129424778761044	0.004646017699115005	0.04325221238938013	0.0025719026548672356	0.014988938053097202	0.006249999999999947	0.0014933628318583938	0.25066371681415806
S25_ACS	S25	ACS	S	conv:MiXcr	0.0764731060065628	0.00304370571170399	0.0014267370523612455	0.05452513435107227	0.03892614257858935	0.044847101345888485	0.012531507109906278	0.01300708612736004	0.04931754410995373	0.11951300708612703	0.024302087791886563	0.047605459647120235	0.08536643363294788	0.05055404955533349	0.03545441575117698	0.009701811956056489	0.01436248632710322	0.013910686260522161	0.025300803728539423	0.013149759832596163	0.04946021781518987	0.025776382745993174	0.047129880629666505	0.002496789841632177	0.004874684928900921	7.609264279259971E-4	0.027345793503590538	6.658106244352476E-4	5.706948209444981E-4	9.511580349074969E-4	0.10664859466400321
S229_ACS	S229	ACS	S	conv:MiXcr	0.01831567205800371	0.001918572225320731	8.477412158393927E-4	0.015928611266034884	0.002074735080870094	0.001517010596765229	0.0035025097601785473	0.06422755158951624	0.04493028443948775	0.04700501952035783	0.07040713887339814	0.026614612381484045	0.10393753485778258	0.06250976017847307	0.025320691578360782	0.0035471277189069385	0.011756832124930528	0.047049637479086255	0.0019631901840491198	0.02549916341327433	0.004528722810931495	0.009793641940881408	0.02422755158951524	0.020345789180145398	0.014634690462911628	0.03618516452872352	0.008633575013943292	0.0350697155605138	6.692693809258363E-4	0.00892359174567782	0.2581148912437299
HC1_ACS	HC1	ACS	H	conv:MiXcr	0.030838702571730294	0.01610771518255563	0.012610826587368314	0.0463406575251983	0.04083374635167502	0.047607247095108635	0.05003028801145888	0.06737705820805708	0.055619802852584915	0.06492648273583927	0.0553169227380411	0.056418304972745706	0.06470620628889831	0.04964480422931223	0.04121923013382154	0.045789966407845946	0.04408282394405363	0.04848835288287224	0.019301723663199214	0.03337188171155094	0.015226609394791854	0.0182829450960974	0.014180296271822431	0.008150228536814458	0.003854837821466297	0.004543201718156715	0.004267856159480547	0.004460598050553867	0.0037722341538634486	0.002450575472217861	0.03017787323090752
HC2_ACS	HC2	ACS	H	conv:MiXcr	0.023390714168290222	0.02468237007115764	0.009605222986777814	0.02270965923768737	0.018458937084614543	0.06354947042107752	0.015358962917732743	0.10612714591014394	7.515088889410514E-4	0.11364223479955439	0.0031939127779994623	0.02841642986308347	0.022545266668231492	0.17209553556750046	0.030224748127097845	0.01773091284845289	0.03954815528052291	0.02963763180761267	0.00507268500035209	0.043681454169698646	0.0034052746530141343	0.014583969376012284	0.035461825696905896	0.006434794861557746	1.1742326389703922E-4	0.02270965923768737	0.011624903125806892	0.02005589347361429	1.4090791667644705E-4	0.014818815903806355	0.08022357389445718
HC4_ACS	HC4	ACS	H	conv:MiXcr	0.001815896074870801	0.002269870093588501	7.682637239838005E-4	0.018158960748708007	0.030416259254085913	0.02074312054756261	0.005342924989523702	0.1431415002095271	0.002723844112306201	0.10766168459282084	0.015749406341667906	0.007368347534571903	0.10287749685710357	0.009149322531079803	0.004679424500628601	0.040368766587512414	0.05538483028355943	0.07336918564045312	0.007612795083112203	0.008869953904176603	0.0011873166643386003	0.03146389160497292	0.012117614191926305	0.004679424500628602	0.0028635284257578007	0.03408297248219042	0.004749266657354402	0.03415281463891622	0.007612795083112203	0.02510825534292511	0.18351026679703958
S22_MEMORY	S22	MEMORY	S	conv:MiXcr	0.016933207902163315	0.0036358089039179465	0.013322824235335694	0.011390506216470211	0.015483969388014194	0.019424881137016164	0.0315527192291061	0.05006229183087018	0.050977600366122276	0.05535074114565994	0.04131601027179489	0.05433373166204655	0.041722814065240255	0.06605476596069065	0.054765960692582244	0.02796776079936882	0.0319086725483708	0.0519183341384647	0.037146271388979885	0.03699371996643787	0.03785817802750927	0.02397599857618618	0.021408049630062324	0.01657725458289861	0.010805725763392506	0.020136787775545558	0.020238488723906913	0.011593908113192896	0.01731458645851834	0.00373750985227929	0.10409092064783186
S25_MEMORY	S25	MEMORY	S	conv:MiXcr	0.051577129351875646	4.908644668666339E-4	0.014580492682482982	0.0030724479592763383	0.04470502681574278	0.01578038360149031	0.006981183528769904	0.0764657758385578	0.04825015907644632	0.04219616398509116	0.07652031633487634	0.03299700027270165	0.025906735751294572	0.030179074629578233	0.06888464685028423	0.054249613671482955	0.030379056449412797	0.06161258067448249	0.027815653122442597	0.02841559858194626	0.01132624306881159	0.037705663121533395	0.008599218252885848	0.030342696118533793	0.021034451413507245	0.018071084446867933	0.00378147441141703	0.027470229979092004	0.006144895918552677	0.019016453049722194	0.07544768657394606
S229_MEMORY	S229	MEMORY	S	conv:MiXcr	0.028452951473583652	0.014448876517346818	0.011220478089935664	0.018681665566619203	0.022455304617326463	0.0458719545441487	0.023072287427898353	0.061913507619018295	0.04759376703876792	0.04476712486010126	0.050635635779261966	0.04155307487014528	0.04051998737337371	0.044293626424080954	0.04423623267426032	0.031853531150456665	0.04641719516744473	0.05587281545039563	0.03201136396246342	0.042170057680717174	0.044193187361894856	0.03238442333629762	0.019183860877549776	0.019413435876832353	0.027807271788101363	0.008092518724710639	0.010359571842626028	0.008063821849800314	0.005409360920595585	0.0037736390507072596	0.07327747008350602
HC1_MEMORY	HC1	MEMORY	H	conv:MiXcr	0.03156894136481756	0.004952971783069603	0.013633179907944123	0.02296377826695911	0.02376425855513196	0.030118070842504112	0.03419551731038466	0.045027016209723804	0.04535221132679405	0.05025515309185285	0.04575245147088048	0.0642385431258721	0.043676205723432164	0.050230138082847445	0.04552731638983195	0.045427256353810244	0.04245047028216746	0.04119971983189733	0.030368220932558143	0.0449019411646968	0.022838703221932127	0.019761857114267686	0.040199119471681165	0.019936962177305492	0.016835101060635606	0.022313388032818685	0.010731438863317505	0.008229937962777276	0.006954172503501757	0.006503902341404524	0.07009205523313562
HC2_MEMORY	HC2	MEMORY	H	conv:MiXcr	0.03023941003158167	0.004816428785660307	0.01353187135018851	0.023676364213758714	0.02274130661068178	0.02937492281364247	0.0363261057497239	0.04359485541892556	0.04350664243750331	0.05010497344789507	0.04721158765724198	0.0624195056544551	0.04488276494769189	0.05227501279088489	0.04274801079727116	0.04183059579047867	0.04191880877190105	0.04341842945608091	0.03184488629346832	0.04447698523314912	0.02171803602618243	0.021171115541363878	0.04066618443570354	0.019865563416313108	0.015490199537764714	0.021735678622466958	0.010038637285863466	0.008874225931088435	0.006351334662409189	0.007339320054339511	0.0758102362343673
HC4_MEMORY	HC4	MEMORY	H	conv:MiXcr	0.010894918657179346	0.0038973692757389555	0.0175233989784172	0.021479819303788568	0.026322005373646082	0.02741444979184563	0.03714311021878491	0.03734978889249839	0.040878089108034775	0.07982225634060783	0.03049986713513899	0.04688653340813236	0.06627004044997012	0.0302784256990175	0.06358321769169548	0.04846614898579927	0.04146859960435889	0.03266999320913001	0.03689214325784721	0.027635891227967207	0.02737016150462134	0.023443266704066212	0.02238034781068282	0.09250346924916768	0.0075585343529482735	0.009064336118574687	0.007824264076294113	0.007248516342378131	0.0016386666272993342	0.005639375239895002	0.06795299536449376
HC257_BND	HC257	BND	H	conv:MiXcr	0.02294776705519541	0.01029293745699113	0.01031292928889986	0.01508812113909108	0.02096000776827363	0.0320983141174041	0.035519773349777954	0.040643394270377914	0.04474457578764745	0.04734636991176484	0.052187249209656034	0.043705000528395425	0.05441205450349517	0.046526704803508435	0.046121156213360645	0.05452914951896036	0.042117077879647594	0.035865346444199864	0.03352059015890854	0.0314785673282346	0.025829446826034507	0.028151355303430218	0.02804282821592588	0.020317413171208446	0.030416144261086592	0.017758458686895427	0.014728268164734592	0.009901668746778124	0.008470824777312928	0.006999997144030334	0.0889665079696822
HC258_BND	HC258	BND	H	conv:MiXcr	0.02414439756212092	0.0072433192686363855	0.013036635188535059	0.01613756613756767	0.023735851583955112	0.04691581273860139	0.037552742616036756	0.03624673498091503	0.0492498827941904	0.0493135088071835	0.05738731498225617	0.050026789900211435	0.05960417922443707	0.04630969124640352	0.0433929408612986	0.05632576518652899	0.03885205277610618	0.042947558770346755	0.029535864978905875	0.03536936574911513	0.028802491460722127	0.02994441095707211	0.024499363739872496	0.019827874891168013	0.015906503248276877	0.012983055388119759	0.011114459848637992	0.009543901948966042	0.006777844752528926	0.00649655080034887	0.07077556761101791
HC259_BND	HC259	BND	H	conv:MiXcr	0.01788415044766038	0.007156420078824447	0.015099411589374714	0.019068147444889424	0.026503317399518483	0.037937582107026496	0.04451442323615828	0.03973703675083421	0.051783999205160657	0.05653378669288018	0.057389355618616904	0.03943344777718543	0.05812624885465468	0.05363037214489569	0.056133601227616035	0.04382720819580796	0.04961471799345364	0.039196096397787566	0.03414547983617991	0.03409580164049198	0.02864499961362103	0.02818133645386685	0.018033185034723967	0.019222701831474186	0.01879491736860576	0.014563991035849126	0.010598015080094888	0.011196913328110665	0.012786615590124879	0.006819712308050585	0.04934700771669041
HC260_BND	HC260	BND	H	conv:MiXcr	0.03212033143704502	0.006764778629729061	0.020557135790250685	0.025785307939643662	0.03129483057135167	0.03570059361859241	0.04451211971307499	0.05150259708136434	0.04290440267127442	0.052708384862714334	0.0626669552312505	0.05379359386592948	0.06285864457084975	0.05478604996288697	0.04601471679444929	0.04359386594112327	0.03458755874349955	0.03152980460053761	0.03342196388819436	0.02564617858025711	0.0333013851100594	0.02396116744990871	0.020686989859011528	0.018470195399452213	0.015601038832547005	0.01384800890427626	0.010533638387334052	0.008864086074695257	0.008542542666335194	0.00582797427652618	0.047613158545623424
S253_BND	S253	BND	S	conv:MiXcr	0.013150746329471047	0.003643364526600144	0.008420823882542769	0.016036915805342434	0.012655004278321346	0.021483287380987006	0.028121477175491443	0.03786993901693549	0.055672511442811115	0.04243687777581459	0.04076289947980915	0.059173265242368295	0.06442948918195429	0.056287095766496785	0.10736550450241915	0.04390373096825751	0.0425828839963587	0.05189672266967099	0.01952069213739436	0.029384600757872865	0.02575481820527679	0.058059543374031825	0.021153924511387538	0.0518627677346606	0.00911350455675198	0.011419044643948146	0.01073994594374307	0.00939533051733703	0.011884227253588602	0.0064955790674613954	0.029323481874854476
S262_BND	S262	BND	S	conv:MiXcr	0.028910888326111408	0.019963442795648604	0.016928636709292785	0.017061191457892227	0.032221268758239725	0.04905223354751191	0.05124636346511854	0.05819502291801596	0.06155075102729672	0.06187516133307957	0.05723574513209886	0.05612995946615079	0.07410508103280838	0.03473980898162918	0.04003153407703352	0.03167709663241033	0.032709628358342846	0.04601742746115603	0.026137703454096523	0.02383892505075345	0.019761122389891483	0.018470457732475788	0.025066800616727343	0.00866838290183241	0.018180930255271743	0.008089327947424292	0.018641383592511947	0.006648667127119745	0.006662620258551264	9.453246544855458E-4	0.04923711253897924
S274_BND	S274	BND	S	conv:MiXcr	0.018513102804914278	0.004238652811762997	0.013408210029873866	0.016580721348372535	0.025979795137950085	0.026105659064238274	0.047369258846567334	0.03689663980335558	0.033583457037829036	0.04238282623744535	0.02951879259475857	0.03929175628301558	0.04991615241381017	0.07701391536761394	0.04084284408050793	0.030940314585777767	0.03967304994206501	0.024169575727511786	0.021159947137150744	0.02328482636330967	0.01467795493331028	0.021126630215486226	0.01018757426897096	0.009921038895654865	0.00607478538349613	0.0136858510437448	0.005204843540033854	0.0029911191894362405	0.008358845457607723	0.00441264118045545	0.2624892182739566
S307_BND	S307	BND	S	conv:MiXcr	0.016152150858351734	0.0045610459335843285	0.009706204016701251	0.016972393451312424	0.019843242526674767	0.038435407967116836	0.03918522569098504	0.02849721614634566	0.045453039040225025	0.03862596937760288	0.045784450188896035	0.04581759130376322	0.04247448134154481	0.05313349241067514	0.04283489096572455	0.04107426923840987	0.04087956518856559	0.03844783588519233	0.1031351494664077	0.016939252336445304	0.02293779412739001	0.023149068734667756	0.016732120368525956	0.02458656459202813	0.011694670908727101	0.0090060979651338	0.01095313846357579	0.006615795055344375	0.00823142440511539	0.00231159276198008	0.13582885928279853
HC257_NAIVE	HC257	NAIVE	H	conv:MiXcr	0.034003515026063164	0.010769441709135177	0.016156655490024083	0.027928253580424375	0.03421790668971715	0.045465990252590974	0.05085818988612271	0.056591920425707674	0.060583095466523386	0.06125119972070101	0.057736173607302786	0.05894773579958042	0.05776359579683969	0.05248856370042133	0.050638812369824295	0.045720268737388464	0.038091914193418695	0.03646652623176213	0.03022673164890068	0.027055729367877823	0.02409163997154446	0.017831901978110624	0.014832911613276517	0.013434379946881835	0.0107993568249939	0.008802522841425091	0.007576003091218046	0.005995487803349583	0.004781432684750288	0.004223017188721055	0.034669126353918875
HC258_NAIVE	HC258	NAIVE	H	conv:MiXcr	0.03297827758111431	0.009211909922283441	0.01990728956970189	0.02924260771868649	0.03533588891204755	0.04125691278897178	0.04942242378902003	0.0558190835396876	0.05948790727931883	0.06242656567763599	0.061256758528699794	0.061896938704711066	0.06007666736087174	0.05348204024653791	0.04987234961553418	0.04464035500435731	0.040231081904520044	0.03611747434782076	0.02962311641768158	0.02503130198251593	0.022360028075384245	0.01703804829890441	0.016883788015528124	0.013338372502597373	0.012878162657191636	0.00950500446069824	0.008188650042554488	0.00747391072957799	0.006059858131962623	0.004080184495301097	0.024877041699139468
HC259_NAIVE	HC259	NAIVE	H	conv:MiXcr	0.028640585267679076	0.012678986660138525	0.018140034539494435	0.02522743034308105	0.038298045934806756	0.045972885135774216	0.056715484300842126	0.0565577448700639	0.05854308598158268	0.06209222317409246	0.06771644977494669	0.061371517154157534	0.05586151565835308	0.05056364650049172	0.0512897918111432	0.04643794449203402	0.03894532153006893	0.035029032214196065	0.02875481037272476	0.025719686152923315	0.02465902446320775	0.017476441072082557	0.015428548117324385	0.014359727491534057	0.010661009804320738	0.008974829682208788	0.007696596363833515	0.006032173404587541	0.004337834346400866	0.0027903561375594286	0.023027237248261
HC260_NAIVE	HC260	NAIVE	H	conv:MiXcr	0.031156118979220306	0.012170831820227398	0.02058367171766299	0.027274327908167688	0.03776149131203428	0.04532974590910624	0.05093372068709054	0.05477974755975727	0.058488219823244106	0.059635425263803686	0.060920185313542784	0.06158870071415658	0.05542075203853506	0.05178380817182141	0.04932158066750329	0.04488406897536317	0.03825668790508146	0.03504066114245816	0.031081839490263923	0.024481969341817896	0.02153004742881976	0.020148999152654713	0.01573349619798372	0.01348310279180244	0.010649477842698884	0.008814499356240556	0.006063407172645014	0.005416900509500012	0.005521442012476644	0.004850175519679292	0.03689489727420083
S253_NAIVE	S253	NAIVE	S	conv:MiXcr	0.028161444617641446	0.011074263638930716	0.018683670598367275	0.031123644169361347	0.040519222683462586	0.05211827300925053	0.05810589942436138	0.06432430552707055	0.06825704431292144	0.06598718382398322	0.06911693575162839	0.0608626102131554	0.05590242761267527	0.04933310993020368	0.044211697684966356	0.041584602885094406	0.040351670307537536	0.030589373385753422	0.026473275396062333	0.023767146456603317	0.020940885624972098	0.013571742449880074	0.011286075133023975	0.009898235641876219	0.007078297541411804	0.0063385379948774695	0.006246858392956552	0.0035818272060828787	0.0033478861529053616	0.003088654175059994	0.034073198258747814
S262_NAIVE	S262	NAIVE	S	conv:MiXcr	0.03436613869934589	0.01564779351906653	0.025151751908178352	0.03639040807742265	0.04417605953156659	0.058438826634053476	0.059534281452688895	0.06354730671098545	0.07405110665526402	0.06505526446631808	0.06705221576911762	0.058425167596413884	0.05734883543047262	0.05117768222524027	0.04669751787969762	0.037597867004696174	0.03469395560267693	0.03036130886363583	0.02375306645396025	0.018398723699531036	0.017076528856090328	0.013344879773156482	0.010369941375414957	0.00817629993061564	0.008859251812558129	0.006042758251427264	0.0033218779537682918	0.0034857864054344927	0.0026389260718257986	0.00266897595463127	0.02214949543515968
S274_NAIVE	S274	NAIVE	S	conv:MiXcr	0.04454449195350903	0.013449833897775218	0.02672453975000649	0.03379162995711071	0.045571011728158924	0.052883281199024496	0.0576790953693048	0.059575866816426876	0.06373852574512531	0.06422618999502457	0.05835535905286683	0.054793524034265385	0.04825720651904071	0.044385529573707616	0.044797754050141844	0.0338886239515657	0.03122128910405017	0.022812448640316927	0.025010979181299398	0.0166533299924176	0.015462459282718744	0.013619573388071663	0.011092340976991301	0.008969250209473884	0.005399332358001103	0.004787731337409161	0.0045883547932514404	0.0030553108253359527	0.002403295640387715	0.001403718641975338	0.08685812203454983
S307_NAIVE	S307	NAIVE	S	conv:MiXcr	0.02820907806781958	0.008352890144478079	0.024285666618465908	0.02862894704645351	0.042492965109159675	0.050325885061554915	0.048729826824893845	0.054349397724358046	0.06142599739735992	0.05764717658965474	0.06472933744118141	0.06082817070592746	0.051735643817630954	0.043190893014041803	0.04155312593844344	0.039292506868050386	0.03673158415730995	0.026351644440485593	0.023465392786035447	0.01995072795826567	0.019213871803709513	0.014511895360862545	0.010541213894046733	0.011781356705111053	0.006487114749356642	0.005822553915624859	0.006478772981569211	0.005388781990678599	0.0038650190748417195	0.0028362010477255783	0.10079636076475895
HC257_ACS	HC257	ACS	H	conv:MiXcr	0.028097077271278387	0.0023639506158639493	0.004819928506311421	0.01174498091872067	0.01056012975845796	0.023648133715631625	0.01701066653629585	0.018888598108265587	0.0254369138653486	0.02975069236145065	0.03439231802325651	0.026155876948032224	0.02431245560403119	0.039045447094385205	0.02758517555640728	0.03753274876841875	0.03234471116377328	0.028968460527490754	0.04172574146662999	0.024303828047038994	0.024283697080723844	0.028048187781655656	0.026647647696587836	0.018540619976246644	0.02148549276291904	0.01391912528075616	0.009907311279381194	0.010778694535593818	0.01299885253492102	0.00796035925147377	0.33674217696272035
HC258_ACS	HC258	ACS	H	conv:MiXcr	0.043982502804849485	0.001421962257491268	0.010614292737656468	0.00781070757749638	0.006691290481173466	0.016347523541796805	0.03150755732600756	0.019854526201673342	0.0312756060357787	0.040339354822446966	0.030488988616741045	0.0664010992474251	0.05351771780100519	0.029702371197703314	0.06760875868242221	0.03819884780718081	0.027645064101758494	0.015994554187100427	0.02050751950786173	0.009898269189558058	0.030441085632889366	0.016191208541859844	0.0068299570133756446	0.015550821284053483	0.008370416125657849	0.011189128543876352	0.0047802135464600284	0.010526050398982368	0.0036986145952831394	0.0017900588702460982	0.320823931322277
HC259_ACS	HC259	ACS	H	conv:MiXcr	0.06358072726059524	0.0020340079973499054	0.03385647402659577	0.004073152378531518	0.011877887610787037	0.018842824086560992	0.022255951142720116	0.029195205699335598	0.018737528218011317	0.03817874102096441	0.027685108852818267	0.04192830121809935	0.03130112307032919	0.02944175212325683	0.06188828878805324	0.05607133409866242	0.04337419326672057	0.024277118180490814	0.021873290547259113	0.022266223910383524	0.052355160396433474	0.012062797428727947	0.022643748122012836	0.039917406947992035	0.01620785918090315	0.009977425593061114	0.0062895020019064826	0.015036763667277428	0.008159145716642257	0.0056320448714499444	0.2089789125762081
HC260_ACS	HC260	ACS	H	conv:MiXcr	0.004833788977376811	0.0019018186140498964	0.0011971268954510505	0.009644937256967329	0.012871236691516259	0.015559819553640367	0.015223039174069029	0.03595908825910408	0.07084557346058229	0.026141515681516354	0.04651248351474694	0.0225586252568331	0.030095147532450486	0.05947428299740844	0.025473615096820282	0.05081987626859212	0.03419028374454867	0.03095832413555349	0.03951084772433112	0.0505595082440495	0.01524567987185534	0.03966933260883528	0.0446276454240368	0.014054213150850868	0.019555902712923876	0.01664374296015994	0.029698935321189997	0.007154460500473416	0.009463811674676866	0.012766523464254585	0.20678881323124862
