sample_id	SampleID	CellType	SampleType	..filter..	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30
S22_BND	S22	BND	S	conv:MiXcr	0.08878811384927136	7.160331762038026E-4	9.248761859299117E-4	0.0016110746464585558	0.002625454979413943	0.07014141655229769	0.0038785130377705975	0.0411122382003682	0.07792827734351426	0.1145056387612585	0.004027686616146391	0.019541738767228905	0.05662629035145053	0.013276448475445481	0.0037591741750699634	0.04737752849215146	0.0033713228712929037	0.05036100005966733	0.0018795870875349817	0.002625454979413943	0.009875290888477415	0.029118682498954697	0.002446446685362992	0.0018199176561846649	0.001223223342681496	0.017572647532668354	7.458678918789611E-4	0.02154066471746442	0.008890745271197207	5.966943135031689E-4	0.30109195059369814
S25_BND	S25	BND	S	conv:MiXcr	0.0076186329995644045	8.707009142359327E-4	0.0016446572824456477	0.0015962850094325405	0.03852851545493984	0.004546993663232087	0.06897886131669088	0.054007642819134116	0.0036762927489961683	0.15621825569583117	0.05289508053983262	0.13353165965268401	0.12429255550717905	0.09069801189957594	0.0032893145648913045	0.0032893145648913067	0.013979586900788066	0.008295844821747908	0.0021041938760701677	0.002394427514148814	0.003144197745851984	0.034997339524983045	0.020727518986116522	0.0025153581966815847	9.1907318724904E-4	0.0012576790983407906	9.674454602621475E-4	7.255840951966104E-4	5.07908866637627E-4	5.562811396507344E-4	0.16122478595268702
S229_BND	S229	BND	S	conv:MiXcr	0.015672159001988237	0.0013861253325581535	0.04835788861811762	0.004985579825168864	0.029689910348987523	0.23651322408278525	0.005164434706789274	0.00809318339332347	0.04978872767108137	0.06749536095150051	0.033647074604839365	0.02975698092959512	0.16351807552145634	0.049363947327232885	0.007601332468867365	0.04860381408034604	0.03512262737820793	0.005142077846586723	0.05253862147599496	0.005343289588409684	0.005075007265979069	0.0035100270518004855	0.004337230879294876	0.015493304120367727	0.001788548816204069	0.0021686154396474335	0.0013190547519505008	0.006259920856714264	0.0011849135907351957	7.824901070892802E-4	0.06029645196628003
HC1_BND	HC1	BND	H	conv:MiXcr	0.041359806751902976	0.011783420727037947	0.025746774288577835	0.02380250986861653	0.035615389147472365	0.034672715489309364	0.041183055440997846	0.0665468685559461	0.06828492311318388	0.056913922111593664	0.060242738466981846	0.06189241736876717	0.05379131561892859	0.0561185412125185	0.04745772697814569	0.03782478053379205	0.03293466093207096	0.029900430094858543	0.028398043952161237	0.02262416779591268	0.020385317857775496	0.02359630000589336	0.015082778530608578	0.011046956931598085	0.009691863547988719	0.011017498379780485	0.004477699876274419	0.007394096506216311	0.005037412360808728	0.00524362222353189	0.049932245330822966
HC2_BND	HC2	BND	H	conv:MiXcr	0.03327587857896477	0.011802164129086032	0.014076414823331829	0.04196591017908285	0.043569855405550924	0.04768744613618544	0.055802930192494195	0.056353538255311586	0.061165373934715904	0.05920233649336685	0.06252992435126337	0.06042325002396196	0.06291295604713634	0.057287178014001953	0.04816623575602664	0.03679498228479766	0.03679498228479766	0.03526285550130578	0.027865555874759005	0.02262280953749761	0.017930671263053647	0.015345207315911066	0.013190654026625578	0.010772766446427435	0.008043665613332474	0.003519103705832943	0.006200325576943782	0.004213348654602715	0.0041894091736106535	0.00308819304797585	0.037944077372416736
HC4_BND	HC4	BND	H	conv:MiXcr	0.053586215054613105	0.007058081305942411	0.01226292338630217	0.032648554867711274	0.054019951894643044	0.05019518157801505	0.05646465044753931	0.059619100193211906	0.045700090690431634	0.01951815780134917	0.06245810496431724	0.05520287054927029	0.08114821970742732	0.03785339694807105	0.027325420921888825	0.06450849729900442	0.04301880840660994	0.04152044477741541	0.02290919127794718	0.03355545916959216	0.015299081266512023	0.02227830132881266	0.01667915303024382	0.013603564528213007	0.008162138716927813	7.886124364181459E-4	0.005638578920389749	0.006703205709554245	0.007688971255076931	5.520287054927022E-4	0.04203304286108734
S22_NAIVE 	S22	NAIVE 	S	conv:MiXcr	0.04282738095238353	0.010446428571429208	0.018690476190477347	0.04238095238095537	0.04125000000000295	0.04860119047619409	0.05717261904762324	0.055476190476194634	0.0562500000000042	0.05532738095238512	0.06443452380952866	0.06556547619048123	0.05928571428571876	0.04925595238095613	0.054226190476194536	0.0380952380952411	0.034404761904764304	0.033720238095240405	0.025000000000001465	0.02467261904762051	0.01577380952381045	0.01702380952381051	0.015744047619048556	0.008898809523810076	0.006339285714286128	0.006250000000000407	0.005833333333333712	0.004077380952381218	0.0035416666666668968	0.0026488095238096955	0.036785714285716524
S25_NAIVE 	S25	NAIVE 	S	conv:MiXcr	0.033871451205418554	0.010748083757977315	0.015244294094979785	0.04172911403246591	0.038645998372807085	0.04776688219929793	0.05247719779044332	0.06680083929260844	0.05915728171970423	0.06020639746500488	0.056780713398717216	0.05427568192524436	0.07251744957822613	0.05305528197662943	0.04624673489488284	0.03746841947502094	0.03453517749326215	0.03543441956066263	0.022481051685012604	0.023787093735284693	0.016743030873980658	0.01892690446623914	0.012289641587806729	0.009078062775662117	0.007600736522075629	0.006787136556332325	0.006894189183403812	0.011026420588363183	0.0036826103712591656	0.004560441913245377	0.03918126150816468
S229_NAIVE 	S229	NAIVE 	S	conv:MiXcr	0.047568590350042635	0.014777672658466011	0.016215704824974888	0.03207190160832241	0.03856196783348659	0.05000946073793202	0.05328287606432697	0.06997161778618229	0.06363292336801579	0.060870387890248664	0.05888363292336114	0.06276253547776019	0.061078524124874835	0.047057710501413635	0.04213812677388328	0.03786187322610714	0.03383159886470803	0.03233680227057409	0.027076631977291883	0.01935666982024427	0.017578051087983312	0.01954588457899542	0.012866603595079289	0.011258278145694366	0.008590350047302934	0.008249763481550827	0.0059981078524119595	0.00554399243140915	0.00346263008514632	0.0023084200567642134	0.035250709555341826
HC1_NAIVE 	HC1	NAIVE 	H	conv:MiXcr	0.043929635682030475	0.008627319042586774	0.01905700278766392	0.0321061232336936	0.032682879938490526	0.04486686532732487	0.05058636931656075	0.05801211189082077	0.059934634240143704	0.06077573776797253	0.06286648082286131	0.06531769681824819	0.04900028837836942	0.05539267518986822	0.05541670671923475	0.05077862155149311	0.03780159569356315	0.02717965971355365	0.03061616841296846	0.024608286071334185	0.01980198019802671	0.01598096702874708	0.017302701143906713	0.011775449389603102	0.008795539748152524	0.0063923868114988255	0.005383062578104276	0.004878400461407002	0.004037296933578206	0.0034605402287813205	0.032634816879757375
