sample_id	SampleID	CellType	SampleType	..filter..	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50
S22_BND	S22	BND	S	conv:MiXcr	0.00405752133182155	8.950414702547533E-5	5.966943135031689E-5	1.1933886270063378E-4	1.4917357837579222E-4	7.458678918789611E-4	1.7900829405095064E-4	0.06316009308431045	7.160331762038026E-4	9.248761859299117E-4	8.652067545795948E-4	0.0011038844799808624	0.021212482845037683	0.020556119100184202	0.002207768959961725	0.08520794796825269	0.050629512500743774	0.00268512441076426	0.00268512441076426	0.003311653439942587	0.023897607255802	0.0029536368518406856	0.025926367921712767	0.061817530878928134	0.050659347216418876	0.016737275493763925	0.003043140998866161	0.035950832388565765	0.017930664120770327	0.003460827018318379	0.024106450265528073	0.004982397517751475	0.016856614356464572	0.0025359508323884675	0.0020585953815859324	0.07628736798138032	0.0018497523718598234	0.001282892774031813	0.010561489349006081	9.248761859299117E-4	8.652067545795948E-4	0.017304135091591923	6.861984605286441E-4	0.022018020168266962	5.071901664776935E-4	0.015335043857031437	0.01637925890566199	3.580165881019013E-4	8.950414702547533E-5	1.7900829405095064E-4	0.28178888955187187
S25_BND	S25	BND	S	conv:MiXcr	0.004619552072751749	2.4186136506553675E-5	9.67445460262147E-5	7.255840951966103E-5	1.4511681903932205E-4	6.046534126638419E-4	2.902336380786441E-4	0.001354423644367005	9.190731872490401E-4	9.432593237555938E-4	6.530256856769492E-4	7.255840951966104E-4	0.0010400038697818085	0.002249310695109492	0.0027088472887340153	0.03937503023266928	0.07200212838001013	0.044284815943499624	0.1418516906109379	0.07059933246262996	0.05961882648865464	0.05255647462874089	0.024524742417645486	0.016736806462535187	0.003845595704542045	0.002225124558602937	0.07195375610699692	0.0028297779712667835	0.048759251197211965	0.04430900208000616	0.0032409422918781993	0.0013786097808735588	0.0016446572824456481	0.00312001160934543	0.011681903932665447	0.0014995404634063265	0.07050258791660383	0.012697721665940702	0.011077250520001596	0.018284719198954597	6.530256856769492E-4	4.1116432061141236E-4	3.869781841048587E-4	2.6604750157209044E-4	2.4186136506553678E-4	6.772118221835031E-4	1.934890920524294E-4	2.6604750157209044E-4	3.627920475983051E-4	2.4186136506553678E-4	0.14925264838194238
S229_BND	S229	BND	S	conv:MiXcr	0.008517963737171891	4.918509244561194E-4	4.471372040510175E-4	4.6949406425356833E-4	4.247803438484665E-4	8.942744081020346E-4	5.812783652663228E-4	0.04724004560799003	0.002705180084508655	0.001497909633570908	0.0013861253325581535	0.002503968342685697	0.002638109503901002	0.04527264191016568	0.12790359721879319	0.07856200675176353	0.00476201122314335	0.004068948556864261	0.0046502269221305945	0.08529142167273127	0.03778309374231138	0.005164434706789274	0.11120302264748758	0.005902211093473466	0.04990051197209406	0.03711238793623487	0.03281987077734484	0.03136667486417882	0.06356055355585231	0.014777884593886076	0.03270808647633208	0.003733595653825994	0.004024234836459158	0.013302331820517729	0.007198908985221417	0.027789577231770696	0.013995394486796818	0.002302756600862739	0.01844440966710444	0.0016096939345836621	0.001497909633570908	0.001497909633570908	0.0010060587091147888	0.0015202664937734587	9.613449887096871E-4	5.812783652663226E-4	6.70705806076526E-4	6.483489458739752E-4	4.2478034384846645E-4	4.4713720405101736E-4	0.055735652484959354
HC1_BND	HC1	BND	H	conv:MiXcr	0.006039003122606935	0.001119424969068604	3.535026218111381E-4	0.0010015907617982244	0.003034230837212267	0.007924350438933013	0.006274671537147705	0.006657632710776436	0.007688682024392258	0.008130560301656181	0.007453013609851499	0.012195840452484279	0.010163200377070235	0.02176986979320252	0.02153420137866173	0.023419548694987826	0.023095504624994243	0.03269899251753031	0.01841159488599669	0.03334708065751749	0.04731043421905762	0.042773817239148006	0.0503152065044523	0.03691156542744658	0.048636069050849356	0.03835503446650877	0.04003417192011168	0.05058033347081069	0.03317032934661178	0.03520296942202606	0.02892829788487795	0.025511105874036964	0.02394980262770447	0.027926707123079767	0.02848641960761406	0.01785188240146237	0.016320037706947527	0.0255994815294898	0.014611441701527063	0.011960172037943528	0.008101101749838595	0.009839156307076694	0.009750780651623906	0.006598715607141257	0.005390914982619863	0.005361456430802266	0.004300948565368849	0.005479290638072651	0.0033877334590234048	0.004389324220821634	0.04065280150828085
HC2_BND	HC2	BND	H	conv:MiXcr	0.008211241980276864	0.0014842478215077756	0.0024897060231743318	0.0014124293785315928	0.0016997031504363234	0.003327587857896464	0.002824858757063182	0.003303648376904399	0.007205783778610334	0.008402757828213382	0.01125155606626863	0.01264004596380817	0.014483386000196856	0.01960643493249791	0.022239777841624613	0.023652207220156186	0.019917648185394706	0.026453126496227317	0.030355261897933236	0.039428325193924335	0.03899741453606723	0.04098439145840829	0.038015895815392754	0.04100833093940035	0.04038590443360678	0.04187015225511455	0.04069711768650357	0.036028918893051716	0.040529541319559166	0.04036196495261472	0.03660346643686115	0.028057071722695472	0.028535861342536682	0.03006798812602853	0.02233553576559287	0.023053720195354725	0.02140189600690249	0.021162501196981882	0.017427942162220354	0.011706406205117823	0.011275495547260704	0.009288518624919643	0.0075409365124991905	0.008043665613332475	0.007253662740594463	0.006511538829840573	0.0027769797950790583	0.005242746337261344	0.0026572823901187545	0.0024657665421822686	0.03732165086662315
HC4_BND	HC4	BND	H	conv:MiXcr	0.0014983636291944773	0.0011040574109854046	0.0	0.010725129135286787	0.0021292535783289947	0.014155593233705722	3.9430621820907306E-5	0.005796301407673377	0.015101928157407496	0.010567406648003156	0.012420645873585798	0.014195023855526628	0.010094239186152265	0.015929971215646557	0.0156539568629002	0.039548913686370056	0.01939986593588641	0.02677339221639609	0.023973818067111664	0.027364851543709698	0.022988052521588982	0.06009226765506277	0.03418634911872666	0.036512755806160195	0.0466858562359543	0.05378336816371761	0.053822798785538535	0.06403532983715353	0.03690706202436931	0.04215133472654998	0.022081148219708146	0.013997870746422081	0.02184456448878268	0.016284846812034733	0.025945349158157025	0.024210401798037132	0.01786207168487104	0.01999132526320004	0.008438153069674159	0.0076889712550769285	0.01159260281534674	0.008517014313315974	0.007886124364181466	0.00548085643310612	0.016836875517527453	0.00504711959307614	0.00828043058239053	0.003864200938448915	3.9430621820907306E-5	1.5772248728362922E-4	0.03631560269705577
S22_NAIVE 	S22	NAIVE 	S	conv:MiXcr	0.015625000000001034	5.952380952381335E-4	0.0034226190476192683	0.0018154761904763071	0.0017559523809524945	0.003392857142857362	0.0024404761904763483	0.002648809523809696	0.010863095238095907	0.010803571428572106	0.009077380952381513	0.015238095238096182	0.013660714285715112	0.01934523809523928	0.020238095238096478	0.026577380952382594	0.019136904761905923	0.0329464285714308	0.030029761904763752	0.03565476190476459	0.044642857142860475	0.03678571428571707	0.03889880952381256	0.040952380952384	0.04410714285714615	0.042261904761907984	0.0436309523809556	0.035148809523812094	0.03940476190476492	0.040892857142860284	0.03377976190476423	0.02684523809523968	0.028571428571430278	0.023869047619049056	0.02464285714285859	0.020892857142858382	0.01770833333333438	0.018452380952382025	0.016636904761905758	0.012827380952381702	0.010059523809524403	0.009553571428572001	0.006160714285714686	0.005744047619047991	0.007559523809524303	0.005803571428571805	0.003750000000000243	0.005119047619047952	0.0030654761904763896	0.0015178571428572417	0.03544642857143067
S25_NAIVE 	S25	NAIVE 	S	conv:MiXcr	0.009613325911019582	0.002483620948058508	0.0023979788464013187	0.0015843788806580137	0.001627199931486609	0.001241810474029254	0.0026763156767871847	0.004539031387831074	0.0061234102684890905	0.007879073352461482	0.010341283775105672	0.01937652549993932	0.012439515265706814	0.020768209651868652	0.021282062261811834	0.03153770393526031	0.023744272684456055	0.029161135614273314	0.029674988224216468	0.03656917740762029	0.0515137241467999	0.04063717723633681	0.03969511411810774	0.03930972466065045	0.040059093050150804	0.038624587847392915	0.043634650794338474	0.03153770393526044	0.0326938723076325	0.03444953539160497	0.03532736693359111	0.026613283089972024	0.028839977733058988	0.025992377852957393	0.027919325140244106	0.02162463066844063	0.017877788720938512	0.01661456772149487	0.01717124138226666	0.012696441570678361	0.01192566265576365	0.007814841776218604	0.00939922065687657	0.011518862672892018	0.008585620691133283	0.005566736607717376	0.0028047788292729684	0.003725431422087761	0.002697726202201482	0.001926947287286773	0.03614096689933423
S229_NAIVE 	S229	NAIVE 	S	conv:MiXcr	0.010539262062439953	0.0016840113528853687	7.757805108797766E-4	0.0014191106906337378	0.00535477767265798	0.004465468306527505	0.004427625354777269	0.008174077578050344	0.008211920529800578	0.011106906338693406	0.010974456007567602	0.015629139072846264	0.01642384105960117	0.017691579943233983	0.024938505203403634	0.024238410596024315	0.02813623462629836	0.03422894985808532	0.037275307473978746	0.03687795648060134	0.04342478713339156	0.03485335856196411	0.04210028382213319	0.043008514664138804	0.03928098391674089	0.040189214758746414	0.04098391674550136	0.033547776726581276	0.0364427625354736	0.03545884578996773	0.02923368022705517	0.03190160832544646	0.026035950804160452	0.025733207190158595	0.022554399243138998	0.017824030274359814	0.018618732261114712	0.01754020813623306	0.013434247871332775	0.013169347209081148	0.009801324503310397	0.008609271523178046	0.008136234626300127	0.01053926206243994	0.00679280983916685	0.004654683065278676	0.004314096499526571	0.002932828760643058	0.0028760643330177083	0.002062440870387699	0.031371807000943504
HC1_NAIVE 	HC1	NAIVE 	H	conv:MiXcr	0.014226665384989843	6.248197635299614E-4	8.891665865618681E-4	0.0025954051715859922	0.0025713736422194543	0.004253580697877042	0.0024992790541198432	0.0045179275209089485	0.006392386811498831	0.006921080457562643	0.007209458809961091	0.010357589156977423	0.01602903008748018	0.018936845140831278	0.019801980198026602	0.022084975487847682	0.02818898394694808	0.02821301547631467	0.03494184369894508	0.03443718158224778	0.0431125636835677	0.04193501874460736	0.043737383447097745	0.05404690954534205	0.046765356147281265	0.04039700086514906	0.0384504469864596	0.036768239930802034	0.03686436604826814	0.040036527924651046	0.033788330289351375	0.02830914159378095	0.025209074305497604	0.023022205133142678	0.02343074113237384	0.01867249831779941	0.019994232432958992	0.01924925502259631	0.013289435739694926	0.012808805152364188	0.010549841391909722	0.01179948091896964	0.008483129866387544	0.006488512928964974	0.008651350571953305	0.005166778813805444	0.004181486109777429	0.004565990579642019	0.00511871575507237	0.0016822070556575862	0.027732384888983767
