sample_id	SampleID	CellType	SampleType	..filter..	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50
HC2_NAIVE 	HC2	NAIVE 	H	conv:MiXcr	0.005455010370202326	8.523453703441118E-5	0.0038923771912381102	0.0032389124073076247	0.001761513765377831	0.004574253487513401	0.0010796374691025414	0.0017899252777226345	0.010370202005853365	0.012330596357644826	0.010427025030542972	0.02182004148080925	0.012415830894679236	0.017586726141433483	0.01809813336363994	0.027758047560873203	0.011052078302128671	0.03389493422735095	0.054493280677333666	0.04875415518368335	0.03136630962866326	0.03886694888769169	0.03846918771486436	0.042191095832033704	0.03139472114100808	0.0495780890416827	0.04795863283802888	0.026934113702873873	0.028922919567010142	0.04125351592465521	0.0327868852459036	0.029036565616389353	0.028525158394182893	0.03511662925817759	0.019689178054948926	0.012671534505782485	0.017615137653778267	0.01926300536977689	0.017416257067364646	0.013694348950195421	0.01502969003040119	0.012131715771231209	0.009290564536750834	0.0090348609256476	0.005824360030684761	0.009006449413302791	9.944029320681303E-4	0.004972014660340651	3.1252663579284094E-4	0.0016194562036538122	0.02815580873370059
HC4_NAIVE 	HC4	NAIVE 	H	conv:MiXcr	0.017617575557491064	0.0010804645997779807	0.0016507098052163593	0.002040877577358408	0.0025210840661486203	0.0040217293436180385	0.0038716648158710954	0.007533239292896481	0.007233110237402603	0.010354452414539	0.013835949458268042	0.015876827035626446	0.011675020258712084	0.016867252918756195	0.019238272457157854	0.024610582550498295	0.024640595456047694	0.026591434316757933	0.028302169933073083	0.030733215282573525	0.04000720309733498	0.03859659653651375	0.04639995197935474	0.042408235541286136	0.03598547375371695	0.04588973258501518	0.043938893724304956	0.034334763948500435	0.03355442840421622	0.034364776854049754	0.03316426063207414	0.031603589543505756	0.02671148593895543	0.02365016957291777	0.02710165371109747	0.024310453495004346	0.019418349890454104	0.014616285002552165	0.015366607641286865	0.012455355802996193	0.011524955730965165	0.011765058975360267	0.009634142681353685	0.008403613553828758	0.004321858399111924	0.005342297187791145	0.004621987454605814	0.0032113808937845514	0.003691587382574764	0.0031513550826857742	0.04015726762508183
S22_ACS	S22	ACS	S	conv:MiXcr	0.0018252212389380368	5.530973451327385E-5	0.0	0.0	6.91371681415923E-4	6.360619469026492E-4	0.0030973451327433355	2.212389380530954E-4	0.001106194690265477	7.466814159291969E-4	1.106194690265477E-4	0.002903761061946878	0.011061946902654765	0.006139380530973399	0.10199115044247709	0.0436670353982297	0.02024336283185822	0.02511061946902631	0.01944137168141574	0.013136061946902526	0.039297566371681046	0.006443584070796407	0.05165929203539775	0.025746681415928965	0.008379424778760974	0.06404867256637131	0.01410398230088482	0.012334070796460058	0.017560840707964428	0.010564159292035295	0.059347345132742806	0.08166482300884895	0.0222621681415927	0.0074115044247787	0.010204646017699012	0.009872787610619362	0.0316924778761059	0.026272123893805066	0.002488938053097325	0.0015486725663716677	0.0014657079646017569	0.022511061946902437	0.005420353982300839	1.6592920353982154E-4	2.212389380530954E-4	2.7654867256636924E-4	9.402654867256554E-4	0.003263274336283157	0.009153761061946819	2.7654867256636924E-5	0.2014657079646006
S25_ACS	S25	ACS	S	conv:MiXcr	0.0020212108241784298	7.371474770533101E-4	0.0	9.51158034907497E-5	0.0476530175488656	9.51158034907497E-5	0.019451181813858315	0.00451800066581061	0.057045703143577126	0.01826223427022395	0.006991011556570102	0.037808531887573	0.012745517667760461	0.0028534741047224897	0.028843867408569847	0.044466638131925494	0.003709516336139237	0.006491653588243663	0.15197127502734536	0.020830360964474184	0.009654254054311107	0.0041137585009749225	0.00920245398773005	0.01776287630189751	0.07552194797165526	0.00266324249774099	0.021662624245018258	0.0106054120892186	0.024183193037523115	0.08669805488181839	0.008441527559804055	0.0048746849289009195	0.047367670138393374	0.023683835069196687	0.0030674846625766763	0.007609264279259974	0.004827127027155546	0.008441527559804046	0.003709516336139237	0.031863794169401154	0.016478812954772395	0.006277643030389477	0.0012602843962524343	0.003043705711703989	0.007157464212678913	0.010938317401436219	0.0011889475436343716	4.755790174537485E-5	1.902316069814994E-4	7.133685261806228E-5	0.08080087506539196
S229_ACS	S229	ACS	S	conv:MiXcr	0.0012493028443948946	0.0	4.4617958728389094E-5	0.0	0.009258226436140736	0.005354155047406691	0.001517010596765229	8.923591745677819E-5	0.0018293363078639526	3.5694366982711275E-4	5.354155047406691E-4	9.815950920245599E-4	0.053452314556610106	0.02056887897378735	0.011154489682097276	0.03631901840490869	0.018627997769102414	0.04867819297267247	0.036720580033464185	0.12725041829336578	0.0014947016174010346	0.029648633575014523	0.03397657557166824	0.0020078081427775097	0.004171779141104384	0.001985499163413315	0.037791411042945505	0.0030340211935304625	0.021394311210262532	0.019520356943670193	0.0018516452872281472	0.013117679866146401	0.03607361963190253	0.010552147239264025	0.010329057445622078	0.04762967094255533	0.024227551589515228	0.008142777467931012	0.005421081985499279	0.006112660345789308	0.017445621862800118	1.7847183491355637E-4	0.04368098159509289	0.007228109313999034	0.0027440044617959305	1.1154489682097272E-4	0.0035025097601785455	0.0	1.3385387618516727E-4	4.4617958728389094E-5	0.2324595649749077
HC1_ACS	HC1	ACS	H	conv:MiXcr	0.005837325843934679	8.535712318961091E-4	0.003992510600804382	0.0012390550140427392	1.101382234704657E-4	0.0023129026928797787	0.0018172806872626844	0.0035244231510549017	0.014070158048351985	0.009526956330195279	0.013794812489675817	0.011013822347046563	0.018833636213449665	0.018007599537421173	0.017071424637922217	0.022798612258386444	0.03202268847403785	0.03221543036511117	0.03334434715568333	0.02698386475026416	0.03937441489069137	0.03620794096591542	0.058676138553890436	0.03703397764194389	0.04515667162289079	0.04006277878738176	0.052948950933426206	0.03744699597995811	0.03783247976210474	0.035712318960298264	0.032105292141640755	0.02778236687042507	0.02855333443471831	0.027672228646954615	0.02384492538135591	0.03026047689851056	0.01558455862107086	0.018062668649156437	0.01803513409328883	0.010408062117958992	0.00897626521284294	0.007792279310535459	0.003964976044936763	0.007874882978138303	0.0072140536373155135	0.002588248251555941	0.001817280687262685	0.0042127870477453155	0.005231565614847124	0.0011289167905722739	0.027066468417866845
HC2_ACS	HC2	ACS	H	conv:MiXcr	8.219628472792743E-4	0.006364340903219526	9.393861111763137E-5	0.0	9.393861111763138E-4	2.3484652779407844E-5	4.696930555881569E-5	0.024306615626687105	0.02477630868227527	1.4090791667644705E-4	1.4090791667644705E-4	0.008947652708954396	0.004438599375308082	0.007984781944998671	0.038726192433243545	0.019233930626335008	0.007796904722763402	0.06620323618515067	0.020126347431952515	0.057725276531784504	0.026044479932363283	0.01801272868180578	0.12329442709189098	0.019821046945820184	0.02299147507104025	0.01524153965383571	0.016509710903923686	0.02618538784903974	0.06653202132406229	0.03107019562715656	0.005002231042013866	0.008454475000586839	0.010873394236865844	0.11930203611939173	0.021324064723702296	0.014630938681571106	0.0149362391677034	0.015218055001056295	4.2272375002934105E-4	0.015265024306615105	0.00972264625067486	2.583311805734862E-4	4.931777083675645E-4	0.011718841736924524	0.009276437847866102	0.006763580000469458	0.01190671895915978	9.393861111763137E-5	0.0052605622225873555	0.0	0.06453582583781282
HC4_ACS	HC4	ACS	H	conv:MiXcr	0.0012571588210644007	0.0	0.0	0.0	0.0	0.0	0.0	1.396843134516001E-4	3.4921078362900024E-5	7.333426456209005E-4	0.007123899986031604	0.013444615169716507	0.002234949015225601	1.746053918145001E-4	0.004085766168459303	0.09543930716580579	0.03848302835591582	0.0045746612655399015	0.008625506355636305	0.0071937421427574035	0.16545606928342033	0.009428691157983005	0.06781673418075201	0.0107556921357732	0.047946640592261724	0.03652744796759341	0.05304511803324513	4.539740187177004E-4	0.0013619220561531	0.01955580388322401	0.007682637239838003	0.0037365553848303012	0.04249895236764932	0.0037365553848303017	0.05807375331750273	0.009987428411789406	5.936583321693005E-4	0.013444615169716507	0.0030730548959352014	0.004365134795362502	0.004784187735717302	3.4921078362900026E-4	0.046829166084648925	0.03348931415002111	3.4921078362900026E-4	0.0010825534292499006	8.031848023467006E-4	8.031848023467007E-4	3.4921078362900024E-5	3.4921078362900024E-5	0.16835451878754115
S22_MEMORY	S22	MEMORY	S	conv:MiXcr	0.002466247997762522	0.0	5.085047418067057E-5	2.0340189672268227E-4	5.085047418067057E-5	0.0037883603264599578	1.0170094836134114E-4	0.004271439831176328	0.00317815463629191	0.0012712618545167643	0.004907070758434712	0.008847982507436682	0.004907070758434713	0.010373496732856797	0.025857466120870996	0.015687371284736875	0.020391040146448908	0.018128194045409066	0.029162746942614583	0.03717169662607022	0.028933919808801566	0.03409524293813963	0.041977066436143615	0.048816455213443785	0.03747679947115424	0.046451908164042655	0.035925860008643784	0.041341435508885235	0.054867661640943616	0.02921359741679525	0.03618011237954713	0.03396811675268795	0.04558745010297124	0.02173857771223669	0.02072156822862327	0.014644936564033133	0.026365970862677703	0.024357377132541214	0.01372962802878106	0.012076987617909266	0.008288627291449305	0.014568660852762125	0.014492385141491121	0.007093641148203547	0.01103455289720552	0.0065851364063968425	0.007042790674022876	0.004271439831176329	0.005059622180976723	6.102056901680469E-4	0.08166586153415652
S25_MEMORY	S25	MEMORY	S	conv:MiXcr	0.0021998000181801015	3.636033087900993E-5	0.004599581856194757	0.0	3.636033087900993E-5	0.00812653395145872	7.272066175801986E-5	0.0011271702572493078	0.003126988455594854	0.029651849831832604	1.818016543950496E-4	0.014925915825833577	0.007235705844922975	0.005254067812016934	0.01183528770111773	0.0338696482137978	0.021707117534768932	0.026015816743931604	0.01498045632215209	0.030997182074355967	0.01783474229615437	0.03663303336060262	0.017925643123351893	0.0668666484864992	0.03494227797472867	0.026252158894645165	0.04625034087810084	0.0717389328242865	0.08333787837469063	0.03263339696391153	0.0655576765748548	0.01876193073356912	0.02076174893191467	0.008871920734478423	0.027724752295245073	0.018580129079174074	0.037723843286972904	0.017998363785109914	0.02339787292064289	0.013398781928915159	0.017416598491045758	0.0057449322788835685	0.004181438051086141	0.0076902099809106	1.818016543950496E-4	0.004926824834105845	0.0017634760476319812	0.004272338878283666	1.9998181983455458E-4	1.2726115807653476E-4	0.05032269793654982
S229_MEMORY	S229	MEMORY	S	conv:MiXcr	0.003041868740494059	2.869687491032138E-5	0.0015639796826125152	7.604671851235167E-4	0.001850948431715729	0.005165437483857851	5.882859356615884E-4	0.0027979453037563335	0.0035297156139695294	0.009340832783309614	0.006499842167187796	0.018624271816798564	0.012052687462334982	0.030734353028954175	0.01678767182253798	0.032212242086835714	0.035985881137542974	0.030088673343471914	0.023976238987573482	0.03657416707320451	0.028711223347776507	0.030346945217664813	0.04295922174075103	0.03456538582948203	0.053462277957928656	0.03783682956925864	0.05044910609234492	0.04453754986081868	0.044021006112432925	0.05648979826096753	0.030849140528595425	0.03175309208827054	0.022871409303526068	0.023502740551553165	0.01954257181392879	0.015768932763221596	0.013257956208568488	0.014864981203546486	0.01209573277470047	0.01007260309352281	0.012784457772548177	0.007862943725428066	0.0036731999885211333	0.010388268717536347	0.004232789049272406	0.006729417166470365	0.005624587482422995	0.0017792062444399253	0.0013344046833299438	0.0075903234137800115	0.04783769047550547
HC1_MEMORY	HC1	MEMORY	H	conv:MiXcr	0.006353812287372128	0.002851711026615834	2.501500900540205E-4	0.0012507504502701026	0.0018761256754051537	0.0023013808284969893	0.0036772063237941015	0.010506303782268862	0.006378827296377521	0.011656994196517372	0.010556333800279673	0.011006603962376914	0.01833600160095973	0.015559335601360094	0.02416449869921841	0.024489693816288637	0.02496497898739128	0.030843506103660774	0.03211927156293629	0.03719731839103296	0.03522113267960616	0.043701220732437485	0.037822693616168045	0.040274164498697446	0.03459575745447109	0.038598158895335535	0.041549929957972985	0.037122273364016765	0.040524314588751525	0.04977986792075017	0.02368921352811581	0.023464078447067185	0.03544626776065478	0.05153091855112828	0.0263408044826884	0.020062037222332497	0.014583750250149423	0.014833900340203453	0.01911146688012721	0.013508104862917134	0.010956573944366117	0.007529517710626007	0.004952971783069595	0.0039023414048427216	0.00460276165699397	0.0024514708825294014	0.0021512907744645764	0.001976185711426761	0.001976185711426761	0.0010256153692214842	0.040374224534719186
HC2_MEMORY	HC2	MEMORY	H	conv:MiXcr	0.007621601594891058	0.002522891268679212	1.9406855912917014E-4	6.351334662409203E-4	0.001764259628447001	0.0024523208835413317	0.003493234064325063	0.009791640937880862	0.007903883135442569	0.011397117199767635	0.007692171980028915	0.011114835659216116	0.020006704186588935	0.014643354916110128	0.026005186923308745	0.0255464794199125	0.024240927294861714	0.034579488717561384	0.03170374552319258	0.03542633333921596	0.0318096011008994	0.04064854183941915	0.03382085707732925	0.03909599336638576	0.03627317796087058	0.038319719129869034	0.04057797145428132	0.03830207653358464	0.041865880983047644	0.0505107531624378	0.023164728921509007	0.025087771916516205	0.03569097228348305	0.05084596249184273	0.024858418164818104	0.020624195056545364	0.013196662020783593	0.01365536952417982	0.01677810906653089	0.015419629152626832	0.01026799103756157	0.007903883135442553	0.004939926959651587	0.007656886787459966	0.004957569555936058	0.0021171115541364018	0.002681674635239444	0.0024876060761102733	0.001817187417300412	0.0010232705844992606	0.044865122351406876
HC4_MEMORY	HC4	MEMORY	H	conv:MiXcr	7.233753579970029E-4	2.9525524816204203E-5	0.0	0.0	0.0	3.985945850187568E-4	5.462222090997778E-4	0.003100180105701441	0.0084295373350263	0.002376804747704438	0.01446750715994006	0.015766630251853056	0.004207387286309098	0.02224748294900989	0.021450293778972385	0.014305116773450931	0.01519088251793706	0.01705099058135796	0.019029200744043632	0.016430954560217675	0.02524432371785464	0.033718149340105245	0.023679470902595822	0.057102364994538996	0.07589536154005268	0.06194455106439648	0.04535120611768971	0.051167734506481946	0.03585874988928008	0.04307774070684199	0.1020106882399853	0.02511145885618173	0.0367740411585824	0.025332900292303263	0.022616552009212462	0.010112492249549939	0.004842186069857486	0.033009536744516364	0.006569429271605433	0.014585609259204876	0.00549174761581398	0.013685080752310647	0.005875579438424635	0.00829667247335338	0.008842894682453159	0.0017420059641560484	0.002421093034928744	0.0015353272904426196	0.0014319879535859043	7.381381204051051E-5	0.04084856358321866
HC257_BND	HC257	BND	H	conv:MiXcr	0.004786615754139103	2.627497907999952E-4	7.654015645043334E-4	0.0012566294342608467	0.001939207695143443	0.0023875959250956114	0.003815583918573847	0.0036013857195521123	0.006591592577895543	0.005226436056130346	0.00579191930154773	0.009236226341817255	0.013774372185091087	0.01300040269262589	0.014456950445973702	0.018529572203373635	0.023376163453238882	0.024181548681560635	0.023847399491086704	0.028351273622517204	0.028054252119873724	0.03828150212916484	0.034260287939530294	0.046278234892643016	0.0318327083506172	0.04119745361184751	0.03927823774861282	0.039492435947634456	0.03411463316419551	0.034871466800738986	0.036407981881721514	0.043902062871495236	0.031581382463765045	0.027391665690899777	0.03652222092119963	0.025038341477647556	0.019300685719851936	0.018441036947778034	0.015947769911165033	0.016359030453286762	0.012820476205447717	0.01497673807559981	0.01129824100439988	0.01088983643826509	0.00826805048223901	0.00711138020752164	0.008370865617769438	0.006111788612086863	0.005886166509117301	0.003955526741934722	0.06657851220793004
HC258_BND	HC258	BND	H	conv:MiXcr	0.0031444645368698763	0.0010849909584087784	1.6743687629765095E-5	4.0519724064031523E-4	0.003285111512959913	0.00274931350880743	0.0036065903154514044	0.0048221820373723495	0.0038410019422681152	0.004276337820642008	0.011844484629295802	0.008813877168308316	0.010826468421406077	0.018210434666132584	0.018716094032551478	0.015538142120421922	0.02176009644364282	0.023913334672830622	0.020356975420268514	0.030764851650930528	0.04104547585560583	0.028598218471638966	0.034857008907644496	0.04440091085661056	0.030982519590117524	0.031340834505394426	0.028608264684216858	0.03441832429174465	0.040044203335345634	0.03774696939254187	0.0300013394950133	0.03294153104279926	0.032425825463802516	0.04189940392472366	0.025088741544440216	0.02723863103610203	0.02995780590717589	0.021669680530442166	0.019245194561652176	0.022868528564733336	0.016432255039851587	0.017497153573104662	0.012212845757150573	0.01095706918491821	0.006784542227580829	0.006101399772286415	0.008254638001474147	0.00769539883464005	0.007316991494207354	0.004842274462528074	0.05854932690376231
HC259_BND	HC259	BND	H	conv:MiXcr	0.0021858406102695546	6.927348398707823E-4	3.2014837221119825E-4	6.292571453806309E-4	0.0015013854696801006	0.004451718313591917	0.0011315589017809578	0.003963216055993794	0.0062539328571601235	0.005425962929027711	0.008009229104800846	0.009954958435912013	0.011558460196728453	0.013098484263054738	0.015745228133318002	0.024852897342774554	0.02173421061347579	0.030444454257428758	0.033077398628889386	0.035114204652095055	0.027781150988602864	0.04847487939239157	0.03539571442766	0.039883311438137545	0.040057185123045444	0.04581433602332602	0.03785202521445269	0.0419228773611037	0.033974366051032594	0.04050704878399721	0.031206186591310612	0.029702041221870083	0.033160195621702325	0.03126414448627987	0.022435225152627948	0.023583343452971552	0.02425123919499837	0.025117847719776952	0.021173950962106235	0.01913438503914006	0.01193932636366941	0.013744300806998042	0.010799487762607104	0.011138955433141392	0.007926432111987606	0.007885033615580973	0.0064112471435052625	0.007446209553670779	0.004283364428204984	0.004954020069992235	0.0306348873408995
