sample_id	SampleID	CellType	SampleType	..filter..	IGHV1-17	IGHV1-18	IGHV1-2	IGHV1-24	IGHV1-3	IGHV1-45	IGHV1-46	IGHV1-58	IGHV1-67	IGHV1-69	IGHV1-69-2	IGHV1-69D	IGHV1-8	IGHV2-10	IGHV2-26	IGHV2-5	IGHV2-70	IGHV3-11	IGHV3-13	IGHV3-15	IGHV3-16	IGHV3-20	IGHV3-21	IGHV3-22	IGHV3-23	IGHV3-25	IGHV3-30	IGHV3-33	IGHV3-35	IGHV3-36	IGHV3-38	IGHV3-41	IGHV3-43	IGHV3-47	IGHV3-48	IGHV3-49	IGHV3-52	IGHV3-53	IGHV3-6	IGHV3-60	IGHV3-62	IGHV3-64	IGHV3-65	IGHV3-66	IGHV3-7	IGHV3-72	IGHV3-73	IGHV3-74	IGHV3-75	IGHV3-79	IGHV3-9	IGHV4-28	IGHV4-30-2	IGHV4-31	IGHV4-34	IGHV4-39	IGHV4-4	IGHV4-55	IGHV4-59	IGHV4-61	IGHV4-80	IGHV5-10-1	IGHV5-51	IGHV5-78	IGHV6-1	IGHV7-27	IGHV7-34-1	IGHV7-4-1	IGHV7-81
HC4_NAIVE 	HC4	NAIVE 	H	conv:MiXcr	3.001290254809631E-5	0.053663069755996606	0.008253548200726506	2.7011612293286684E-4	2.7011612293286684E-4	3.001290254809631E-5	0.008943844959332722	6.002580509619262E-5	1.2005161019238525E-4	0.012245264239623332	0.0	0.0	0.004802064407695419	0.0	0.0	0.0	0.0	0.02539091555568932	0.0038416515261563266	0.011134786845343775	1.800774152885779E-4	0.0018908128605300675	0.03943695394819885	9.003870764428895E-5	0.10042317192592806	0.0	0.00204087737327055	0.10015305580299481	0.0	0.0	2.7011612293286684E-4	0.0	0.009994296548516099	0.0	0.004021728941444908	0.011945135214142368	3.001290254809631E-5	0.028872412251268492	0.0	0.0	0.0	0.009153935277169395	0.0	0.0	0.026861547780546016	2.7011612293286684E-4	0.0011404902968276595	0.014016025489961012	0.0	0.0	0.01512650288424057	0.009544103010294654	0.007443199831927908	0.04703021829286716	0.032894141192713534	0.11332872002160885	0.018067767333953974	0.0010204386866352747	0.15435635780485524	0.031183405747471957	0.0	0.021669315639725406	0.05474353424772804	0.0	0.012515380362556186	0.0	0.0	0.0012305290044719488	0.0
S22_ACS	S22	ACS	S	conv:MiXcr	0.0	0.00525442425331863	2.765486449115067E-5	8.019910702433693E-4	0.0028484510425885214	0.0	0.024391590481194873	8.849556637168214E-4	0.0	0.007798671786504492	0.0	0.0	0.024502209939159466	0.0	0.0	0.0	0.0	0.09386061008296574	0.0064435834264381054	0.019579644059734662	0.0	0.0011338494441371775	0.015486724115044367	0.0	0.05779866678650487	0.0	0.0012168140376106293	0.16208516078263457	0.0	0.0	0.0	5.530972898230134E-5	1.6592918694690402E-4	0.0	0.003926990757743395	8.2964593473452E-4	0.0	0.03550884600663744	0.0	0.0	0.0	0.0	0.0	0.0	0.07184733794800961	9.402653926991227E-4	0.02270464374723469	0.08022676188882828	0.0	0.0	0.02646570531803118	2.765486449115067E-5	0.012140485511615142	0.0010232299861725747	0.04693030504148264	0.06847344448008949	3.8716810287610934E-4	0.0	0.18122232701051091	0.0022676988882743563	0.0	0.0	0.012859511988385055	0.0	0.0013550883600663827	0.0	0.0	0.006526548019911562	0.0
S25_ACS	S25	ACS	S	conv:MiXcr	0.0	0.025633706477386484	7.13368454843779E-5	1.1889474247396316E-4	4.993579183906454E-4	0.0	0.0012602842702240096	9.511579397917052E-5	0.0	9.273789912969125E-4	0.0	0.0	0.02696532759309485	0.0	0.0	0.0	0.0	0.04834260228991343	0.0	0.0029010317163647003	0.0	0.0	0.062277066107861934	0.0	0.17715316628620517	0.0	1.664526394635484E-4	0.03516906482379838	0.0	0.0	0.0	0.0	0.0013791790126979728	0.0	0.00425643178056788	0.00397108439863037	0.0	0.056950581645028364	0.0	0.0	0.0	0.0	0.0	0.0	0.09102581483806622	3.0912633043230414E-4	0.02941455928805849	0.06227706610786194	0.0	0.0	0.01207970583535467	0.0015456316521615214	0.025705043322870838	0.09975268893565509	0.03949683344985059	0.03119798042516795	0.0026870211799115674	9.511579397917052E-5	0.06662861368240904	0.017382411349693414	0.0	4.755789698958526E-5	0.011794358453417168	0.0	0.03930660186189222	0.0	0.0	0.021091927314881073	2.377894849479263E-5
S229_ACS	S229	ACS	S	conv:MiXcr	0.0	0.041383152582264646	5.577244283324087E-4	0.013809256845510444	0.0011154488566648174	0.0	0.0017624091935304117	0.0	0.0	0.01403234661684341	0.0	0.0	0.00789737790518691	0.0	0.0	0.0	0.0	0.07107640114668234	2.230897713329635E-4	0.010105966641383251	2.230897713329635E-5	2.230897713329635E-5	0.009815949938650405	0.0	0.05829335724930324	0.0	0.016664805918572372	0.14246512797323105	0.0	0.0	0.0	2.230897713329635E-5	0.0019408810105967826	0.0	0.0	1.338538627997781E-4	0.0	0.019743444762967247	0.0	2.230897713329635E-5	2.230897713329635E-5	1.784718170663708E-4	0.0	4.46179542665927E-5	0.13284995882877995	0.02909090618181843	3.3463465699944524E-4	0.013496931165644294	0.0	0.0	0.046759616071389065	6.469603368655941E-4	2.230897713329635E-5	0.040847737131065605	0.016754041827105534	0.11337422179141224	0.0	0.0	0.07346346169994519	3.3463465699944524E-4	0.0	4.6848851979922334E-4	0.05575013385610751	0.0	0.045755712100390804	0.0	0.0	0.018694922837702313	0.0
HC1_ACS	HC1	ACS	H	conv:MiXcr	0.0	0.05319675661655402	8.535711465389135E-4	0.0015144004212787176	5.506910622831698E-4	0.0	0.016052644465554405	1.3767276557079248E-4	0.0	0.03667602474805897	0.0	0.0	0.0071314492565670564	0.0	0.0	0.0	0.0	0.060080394895093626	0.007214052915909531	0.017952528630431362	0.0	7.434329340822794E-4	0.06622060023955095	2.75345531141585E-5	0.08882646834627465	0.0	0.0024505752271601062	0.18310477820915852	0.0	0.0	5.506910622831698E-4	0.0	0.013987552981992502	0.0	0.010490664736494387	0.007103914703452898	0.0	0.029957593788204513	0.0	0.0	0.0	0.018751030670741957	0.0	0.0	0.018200339608458835	5.5069106228317E-5	0.003138939055014069	0.008811056996530705	0.0	0.0	0.03587752270774837	0.007021311044110422	6.057601685114868E-4	0.003083869948785751	0.021917504278870285	0.04061346584338355	0.01016025009912449	4.95621956054853E-4	0.0787763564596068	1.65207318684951E-4	0.0	0.019687205476623403	0.09361748058813821	0.0	0.027975105963985065	0.0	0.0	0.006222809003799833	0.0
HC2_ACS	HC2	ACS	H	conv:MiXcr	0.0	0.0332072957093544	0.0	4.69693008618873E-5	0.006481763518940446	0.0	0.0034287589629177716	0.0	0.0	0.003710574768089093	0.0	0.0	7.045395129283094E-5	0.0	0.0	0.0	1.4090790258566188E-4	0.05349803368168968	0.004015875223691362	0.12761559044174772	0.0	9.39386017237746E-5	0.09553555795307851	0.0	0.06634413746741562	0.0	0.0	0.11500433316033062	2.348465043094365E-5	0.0	2.348465043094365E-5	0.0	7.045395129283094E-5	0.0	0.01449002931589223	0.009346890871515577	0.0	0.014654421868908852	2.348465043094365E-5	0.0	0.0	0.007984781146520846	0.0	0.0	0.018247573384843205	4.69693008618873E-5	0.006505248169371389	0.10182944426857152	0.0	0.0	0.012846103785726185	4.69693008618873E-5	2.348465043094365E-5	0.005237077046100433	0.01016885363659861	0.025339937814988157	3.28785106033211E-4	0.0	0.21631711511942142	0.008501443456001602	0.0	0.004532537533172122	0.02308541137361758	0.0	0.004297691028862686	0.0	0.0	0.006810548624973654	2.348465043094365E-5
HC4_ACS	HC4	ACS	H	conv:MiXcr	0.0	0.007857241845928276	0.0	0.0	5.936582728034699E-4	6.984214974158469E-5	6.984214974158469E-5	0.0	0.0	3.492107487079235E-4	0.0	0.0	2.7936859896633877E-4	0.0	0.0	0.0	0.0	0.003457186412208441	0.005936582728034695	0.012571586953485238	0.0	0.003107975663500518	0.17383711070680416	0.0	0.08073752510127236	0.0	0.02853051816943734	0.1380080878893711	6.984214974158469E-5	0.0	3.492107487079235E-4	1.0476322461237702E-4	2.0952644922475405E-4	0.0	0.011000138584299586	0.0014317640697024858	0.0013968429948316937	0.0037714760860455723	0.0	0.0	0.0	0.0017809748184104094	0.0	0.0	0.05294034950412119	0.0	5.587371979326775E-4	0.00852074226847333	0.0	0.0	3.492107487079235E-4	0.009603295589467892	1.7460537435396172E-4	0.07029612371490512	0.001361921919960901	0.04071797329934386	0.01669227378823874	0.0	0.08272802636890732	0.053219718103087524	0.0	0.03167341490780865	0.012850955552451582	0.0	0.1331540584823311	0.0	0.0	0.009638216664338685	0.0
S22_MEMORY	S22	MEMORY	S	conv:MiXcr	0.0	0.03681573962523255	0.0013221121964862499	0.0016780654801556256	8.390327400778129E-4	0.0	0.016551827690625954	7.119065673387504E-4	0.0	0.013449949075792826	0.0	5.339299255040628E-4	0.012051561175663139	0.0	2.5425234547812512E-5	0.0	2.5425234547812512E-5	0.07263989510309979	0.009280210609951569	0.01718745855432127	0.0	0.0034069814294068767	0.068826109920928	0.0	0.07823344670361848	0.0	0.0016780654801556258	0.10007372318018903	0.0	0.0	0.0	1.0170093819125005E-4	0.009280210609951569	0.0	0.017645112776181887	0.016246724876052197	0.0	0.047062109148000984	0.0	0.0	0.0	0.0017289159492512502	0.0	0.001983168294729376	0.051155571910198816	0.0022628458747553136	0.0055172758968753165	0.023518341956726585	0.0	0.0	0.05357096919224099	0.0011695607891993752	0.002822201034807189	3.3052804912156263E-4	0.052579385044876345	0.06941089031552751	0.004754518860440941	0.0	0.09999744747654572	0.010373495695507507	0.0	5.0850469095625025E-5	0.04093462762197819	0.0	0.042333015522107845	0.0	0.0	0.009763290066360017	7.627570364343754E-5
S25_MEMORY	S25	MEMORY	S	conv:MiXcr	0.0	0.02485228367057559	0.004145077305699515	5.4540490864467294E-5	0.0	0.0	7.272065448595644E-4	0.0	0.0	0.0011635304717753014	0.0	0.0	0.0024179617616580484	0.0	0.0	0.0	0.0	0.03359694237251209	0.010217251955276873	0.003981455833106112	0.0	7.272065448595639E-5	0.09457321115898626	1.8180163621489098E-5	0.2589218902972499	0.0	3.6360327242978196E-5	0.1336242026179444	0.0	0.0	0.0	5.45404908644673E-5	0.002581583234251451	1.8180163621489098E-5	0.014435049915462347	0.004599581396236741	0.0	0.016962092658849324	0.0	0.0	0.0	0.003726933542405265	0.0	1.8180163621489098E-5	0.050595395358604335	0.013016997152986194	0.003163348470139103	0.046468498216526245	0.0	0.0	0.020416323746932256	7.272065448595639E-5	2.1816196345786912E-4	0.006308516776656718	0.018816469348241213	0.07117534057812976	0.004326878941914405	0.0	0.06639395754567817	0.009671847046632199	0.0	0.0015998543986910408	0.05039541355876795	0.0	0.02054358489228268	0.0	0.0	0.002763384870466341	0.0032542492882465484
S229_MEMORY	S229	MEMORY	S	conv:MiXcr	1.434843602031751E-5	0.04379142673400896	0.001693115450397466	0.002080523222946038	0.0016787670143771482	0.0	0.01096220511952259	4.304530806095253E-5	0.0	0.008695152228312424	0.0	0.0	0.007317702370361937	0.0	0.0	0.0	0.0	0.0715413019973036	0.011191780095847662	0.014018421991850223	0.0	0.0033001402846730274	0.03889861005108069	6.026343128533355E-4	0.12378395754727978	0.0	9.039514692800033E-4	0.09838722579131795	0.0	0.0	1.7218123224381016E-4	4.304530806095253E-5	0.0191982073951848	0.0	0.006786810237610181	0.013745801707464178	0.0	0.048612501236835616	0.0	1.434843602031751E-5	0.0	0.005093694787212718	0.0	3.0131715642666774E-4	0.08446924285160942	0.004476712038339067	0.0042614854980343045	0.0543949209530236	0.0	0.0	0.06298963412919398	0.004361924550176526	7.891639811174632E-4	0.008537319432088923	0.015367174977760077	0.04842597156857148	0.004706287014664144	1.434843602031751E-5	0.055341917730364475	0.005854161896289547	0.0	5.88285876833018E-4	0.05587280986311631	0.0	0.041567419150859736	0.0	0.0	0.015108903129394356	0.0
HC1_MEMORY	HC1	MEMORY	H	conv:MiXcr	7.504501951170833E-5	0.029217527596558497	0.001075645279667819	0.0	2.25135058535125E-4	0.0	0.009030417347908923	2.5015006503902773E-5	5.503301430858611E-4	0.0032519508455073633	0.0	0.0	0.006053631573944468	0.0	0.0	0.0	2.5015006503902773E-5	0.07426955431008603	0.004702821222733717	0.03011806783069901	0.0	0.0028266957349410145	0.03399539383880392	3.0018007804683325E-4	0.12109764648539159	0.0	0.0026766056959175977	0.10271161670502274	0.0	0.0	0.0027766657219332087	0.0	0.015534319038923643	3.502100910546388E-4	0.002301380598359055	0.016234739221032933	0.0	0.041074640679408456	0.0	0.0	0.0	0.017785669624274903	0.0	0.0010506302731639165	0.10111065628877361	0.004652791209725909	0.009155492380428428	0.04935460783220035	0.0	0.0	0.023439061094156985	0.019861915164098846	0.0030018007804683343	0.010606362757654786	0.008229937139784019	0.05956073048579276	0.0027016207024214995	0.002351410611366861	0.09147987878477068	0.003852311001601028	5.003001300780555E-5	5.003001300780555E-5	0.033395033682710275	0.0	0.04592755194116557	0.0	0.0	0.011882128089353848	0.0
HC2_MEMORY	HC2	MEMORY	H	conv:MiXcr	3.528518904041978E-5	0.029410205065189775	9.703426986115437E-4	3.528518904041978E-5	4.76350052045667E-4	0.0	0.0086977990984635	5.292778356062966E-5	7.233463753286054E-4	0.0032991651752792505	0.0	0.0	0.00513399500538107	0.0	0.0	1.764259452020989E-5	0.0	0.07027045397399492	0.005133995005381071	0.03152731640761499	0.0	0.0025581762054304345	0.038919563511583176	3.3520929588398793E-4	0.12506835255376614	0.0	0.0038284430108855455	0.10255640194597836	0.0	0.0	0.003034526257476101	1.764259452020989E-5	0.01596654804078993	1.7642594520209887E-4	0.0026111039889910636	0.015719551717507024	1.764259452020989E-5	0.041618880473175364	0.0	0.0	0.0	0.018524724246220335	0.0	3.528518904041978E-5	0.10451472993772211	0.004886998682098129	0.009138863961468721	0.04860534790317844	0.0	0.0	0.02260016358038876	0.01728974262980565	0.003052168851996312	0.0117499679504598	0.008097950884776339	0.05970253985639052	0.0036873022547238665	0.0029639558793952614	0.08696034839011314	0.003175667013637781	7.057037808083955E-5	1.5878335068188898E-4	0.030945110788448027	0.0	0.043453710303277084	0.0	0.0	0.012173390218944851	0.0
