1_sample_id	2_sample_id	div1	div2	div12	div21	count1	count2	count12	count21	freq1	freq2	freq12	freq21	R	Rs	D	F	F2	vJSD	vjJSD	vj2JSD	sJSD	Jaccard	MorisitaHorn	1_SampleID	1_CellType	1_SampleType	1_..filter..	2_SampleID	2_CellType	2_SampleType	2_..filter..
S22_BND	S25_BND	2165	2334	545	545	33518	41346	30432	39034	1.0000000000000393	1.0000000000000318	0.9079300674264574	0.9440816523968514	0.12801498846635753	0.4567595696542331	1.078544E-4	0.9258294218249681	0.25912403186872063	0.2136563929959189	0.12854355867564987	0.43360016258145595	0.33536869630177524	0.1378351037	0.16064812160523811	S22	BND	S	conv:MiXcr	S25	BND	S	conv:MiXcr
S22_BND	S229_BND	2165	4669	793	793	33518	44729	10520	28041	1.0000000000000393	1.000000000000102	0.31386120890267694	0.6269087169397979	0.28123736720485454	0.32720823761492396	7.84497E-5	0.443578998342292	0.1821700777497792	0.2694058961393974	0.13940695282494261	0.47225781358275637	0.12264376134417093	0.1312696573	0.23505144849416726	S22	BND	S	conv:MiXcr	S229	BND	S	conv:MiXcr
S22_BND	HC1_BND	2165	5960	85	85	33518	33946	8795	1373	1.0000000000000393	0.9999999999999255	0.262396324363029	0.04044659164555468	-0.16355564326739286	-0.10178299880352042	6.5874E-6	0.10301959513027581	0.026857639943026076	0.19129205125462737	0.11529827339120513	0.3552118488649306	0.15277477231232633	0.0105721393	0.00834940689532223	S22	BND	S	conv:MiXcr	HC1	BND	H	conv:MiXcr
S22_BND	HC2_BND	2165	9878	77	77	33518	41772	5608	481	1.0000000000000393	0.9999999999996324	0.1673130855062953	0.011514890357177059	-0.11436215768522161	-0.2539699382367916	3.6005E-6	0.043892958830841884	0.011571056136520479	0.21534758227835907	0.12080670374215013	0.37496623022312325	0.17207050125030965	0.0064348989	0.003952468294984904	S22	BND	S	conv:MiXcr	HC2	BND	H	conv:MiXcr
S22_BND	HC4_BND	2165	1450	81	81	33518	25361	5579	1763	1.0000000000000393	0.9999999999999697	0.1664478787517156	0.06951618627025752	0.1655167581149722	0.27765088702364304	2.58023E-5	0.10756775419982281	0.04648156792727088	0.19582771740020732	0.11319527937080953	0.3430114941371352	0.1765548777896818	0.0229202037	0.12403637640841786	S22	BND	S	conv:MiXcr	HC4	BND	H	conv:MiXcr
S22_BND	S22_NAIVE 	2165	8595	70	70	33518	33600	9115	576	1.0000000000000393	0.9999999999999357	0.27194343337907967	0.01714285714285714	-0.16168135183936772	-0.22203611004944232	3.7618E-6	0.06827801571044409	0.019866324190934835	0.18157648646305422	0.10807062985826267	0.361489184870239	0.17008527893260844	0.0065481759	0.005284799398589613	S22	BND	S	conv:MiXcr	S22	NAIVE 	S	conv:MiXcr
S22_BND	S25_NAIVE 	2165	9666	101	101	33518	46706	7755	3179	1.0000000000000393	0.9999999999998214	0.23136822006086294	0.06806406029203958	0.4957249546150229	0.25832802500476215	4.8263E-6	0.12549047963843496	0.08568428021925496	0.17284718073466146	0.10101621950319739	0.3356368345590821	0.153474722525009	0.0086104007	0.1850245459993762	S22	BND	S	conv:MiXcr	S25	NAIVE 	S	conv:MiXcr
S22_BND	S229_NAIVE 	2165	13523	31	31	33518	52850	7598	842	1.0000000000000393	1.0000000000000928	0.22668416969986277	0.01593188268684958	0.5263104878205421	0.45694560083982444	1.0588E-6	0.06009580350260836	0.04622747317599754	0.13070515512501438	0.08300565671280649	0.3005387204528835	0.15902103997944878	0.0019799451	0.06583787930518012	S22	BND	S	conv:MiXcr	S229	NAIVE 	S	conv:MiXcr
S22_BND	HC1_NAIVE 	2165	10084	17	17	33518	41612	3898	122	1.0000000000000393	0.9999999999996635	0.1162957217017722	0.0029318465827165236	0.22603114049598275	-0.05709247974276165	7.787E-7	0.01846513509985488	0.010249956389439902	0.13539259099229436	0.08672156488016641	0.3118242593581841	0.16892202934866657	0.0013897973	0.012814201116467862	S22	BND	S	conv:MiXcr	HC1	NAIVE 	H	conv:MiXcr
S22_BND	HC2_NAIVE 	2165	3211	31	31	33518	35197	6479	673	1.0000000000000393	0.9999999999999433	0.19329912285935918	0.019120947808051823	0.19926216329599153	0.1616862479163877	4.4593E-6	0.06079525013959564	0.0324679973142149	0.18029866813952847	0.10327364475033396	0.35926613832317184	0.17277866288107294	0.0057998129	0.050709225396682295	S22	BND	S	conv:MiXcr	HC2	NAIVE 	H	conv:MiXcr
